"model","impute","tag","setting","dataset","corpus","ml_algo","n","seed","timespan","cutoff","ppmi","method","TrainRsquared","TrainSpearman"
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1881,10,"100","RAW","glmnet",0.339180924156714,0.552791949584292
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1881,10,"100","RAW","glmnet",0.334362327051949,0.537174084955398
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1991,10,"100","RAW","glmnet",0.333294944906918,0.564201735760153
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1991,10,"100","RAW","glmnet",0.315793889769936,0.517525257887292
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1001,10,"500","RAW","glmnet",0.34284129277249,0.554602182805826
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1001,10,"500","RAW","glmnet",0.332308372876203,0.554602182805826
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1111,10,"500","RAW","glmnet",0.300062561455197,0.442292235669036
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1111,10,"500","RAW","glmnet",0.340346451697203,0.431709956709957
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1221,10,"500","RAW","glmnet",0.377988586462581,0.47984054275193
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1221,10,"500","RAW","glmnet",0.306770874621356,0.47984054275193
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1331,10,"500","RAW","glmnet",0.374873115140946,0.431229561610565
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1331,10,"500","RAW","glmnet",0.361473079025648,0.430335020453884
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1441,10,"500","RAW","glmnet",0.348344943403447,0.455716651862173
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1441,10,"500","RAW","glmnet",0.312375847265225,0.455716651862173
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1551,10,"500","RAW","glmnet",0.362113079733824,0.475313464583372
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1551,10,"500","RAW","glmnet",0.30402176965993,0.467917654222859
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1661,10,"500","RAW","glmnet",0.368079916226276,0.509668278463573
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1661,10,"500","RAW","glmnet",0.328977670013043,0.509668278463573
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1771,10,"500","RAW","glmnet",0.368652040126492,0.454069615658772
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1771,10,"500","RAW","glmnet",0.312898617184296,0.441967846011703
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1881,10,"500","RAW","glmnet",0.352576648456328,0.484457915130775
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1881,10,"500","RAW","glmnet",0.324888258219609,0.484457915130775
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1991,10,"500","RAW","glmnet",0.325282808449707,0.456046633908573
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1991,10,"500","RAW","glmnet",0.35491249024153,0.456046633908573
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1001,10,"500","RAW","glmnet",0.167129877152708,0.347362080793321
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1001,10,"500","RAW","glmnet",0.161785985120247,0.384089625257442
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1111,10,"500","RAW","glmnet",0.157910215736309,0.395034754499435
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1111,10,"500","RAW","glmnet",0.188320344638122,0.380949148352563
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1221,10,"500","RAW","glmnet",0.16073969168204,0.37684883238894
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1221,10,"500","RAW","glmnet",0.193486707185434,0.390811157635304
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1331,10,"500","RAW","glmnet",0.214987559750816,0.366222491552374
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1331,10,"500","RAW","glmnet",0.232810698730184,0.384482463343974
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1441,10,"500","RAW","glmnet",0.178569321540589,0.382600763276377
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1441,10,"500","RAW","glmnet",0.160636023750221,0.379716871336086
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1551,10,"500","RAW","glmnet",0.164989543778303,0.363603557207607
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1551,10,"500","RAW","glmnet",0.185540537974088,0.41161309607648
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1661,10,"500","RAW","glmnet",0.183390236256745,0.395689140770765
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1661,10,"500","RAW","glmnet",0.200090657729339,0.415523208848053
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1771,10,"500","RAW","glmnet",0.160750988609885,0.367655377303697
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1771,10,"500","RAW","glmnet",0.192836918461859,0.369457867185496
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1881,10,"500","RAW","glmnet",0.195023787983873,0.355421444028648
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1881,10,"500","RAW","glmnet",0.179277312893616,0.363526657833389
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1991,10,"500","RAW","glmnet",0.191551713655227,0.405838613695427
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1991,10,"500","RAW","glmnet",0.154747769214754,0.358810678920472
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1001,20,"0","RAW","glmnet",0.532277167727662,0.754504545005353
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1001,20,"0","RAW","glmnet",0.48354981738811,0.754504545005353
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1111,20,"0","RAW","glmnet",0.501160636465039,0.595822510822511
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1111,20,"0","RAW","glmnet",0.445972682070232,0.613809523809524
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1221,20,"0","RAW","glmnet",0.498967002235276,0.641060870023675
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1221,20,"0","RAW","glmnet",0.503260972781419,0.627489441452246
